trade_id,pair,strategy,signal_type,entry_time,exit_time,entry_hour,session,confidence,entry_price,exit_price,position_size,risk_amount,pnl_pips,pnl,spread_cost,commission,total_costs,holding_time_minutes,entry_balance,exit_balance,is_winner,day,return_percentage,win_streak
59,USDCHF,News_Trading,BUY,2025-07-10 07:18:48.994684,2025-07-10 07:31:48.994684,14,Overlap,0.8844775037282337,0.9913420933230764,1.0102270904261819,10556112335.010408,84448898.68008326,188.84997103105505,198402100.75657693,738927.8634507285,211122.2467002082,950050.1101509366,13,2111222467.0020816,2309624567.7586584,True,2,9.397498551552754,28
60,GBPUSD,Mean_Reversion,SELL,2025-07-10 10:35:48.994807,2025-07-10 15:40:48.994807,17,New_York,0.7137235942791158,1.3192726030118493,1.3464022259839024,11548122838.793293,57740614.19396646,271.2962297205299,312141406.3675369,923849.8271034635,230962.45677586587,1154812.2838793295,305,2309624567.7586584,2621765974.1261954,True,2,13.514811486026494,28
61,EURUSD,Breakout_Momentum,BUY,2025-07-10 10:14:48.994960,2025-07-10 11:48:48.994960,17,New_York,0.7243015063990974,1.1000329703613603,1.0960930309350365,13108829870.630978,78652979.22378586,-39.39939426323837,-52565613.73121476,655441.4935315489,262176.59741261957,917618.0909441684,94,2621765974.1261954,2569200360.3949804,False,2,-2.0049697131619184,29
62,EURUSD,RSI_Extreme,SELL,2025-07-10 11:35:48.995081,2025-07-10 11:51:48.995081,18,New_York,0.7993589474320721,1.0976598312403378,1.1013743194416599,10276801441.579922,51384007.20789961,37.14488201321949,37453681.60116642,513840.0720789961,205536.02883159847,719376.1009105946,16,2569200360.3949804,2606654041.9961467,True,2,1.4577952805287795,30
63,USDJPY,Scalping_1M,BUY,2025-07-10 11:38:48.995180,2025-07-10 11:40:48.995180,18,New_York,0.820621217948821,109.52556785519025,110.80810352748732,5213308083.992293,26066540.419961467,12825.356722970662,1303327020.9980733,312798.4850395376,104266.16167984587,417064.6467193835,2,2606654041.9961467,3909981062.99422,True,2,50.0,30
64,USDJPY,News_Trading,BUY,2025-07-10 11:06:48.995279,2025-07-10 11:14:48.995279,18,New_York,0.640952188993997,109.78731241197626,110.7993814674671,19549905314.9711,156399242.5197688,-10120.690554908479,-195499053.149711,1172994.318898266,390998.10629942204,1563992.425197688,8,3909981062.99422,3714482009.8445086,False,2,-5.0,31
65,GBPUSD,RSI_Extreme,SELL,2025-07-10 11:40:48.995381,2025-07-10 12:57:48.995381,18,New_York,0.8873062034868338,1.3309837834628284,1.3501097952971977,14857928039.378035,74289640.19689018,-191.2601183436915,-185724100.49222544,1188634.2431502428,297158.5607875607,1485792.8039378035,77,3714482009.8445086,3528757909.352283,False,2,-5.0,31
66,EURUSD,RSI_Extreme,SELL,2025-07-10 11:00:48.995480,2025-07-10 11:18:48.995480,18,New_York,0.9065794892663563,1.096873538100202,1.1101327874920695,14115031637.409132,70575158.18704566,132.59249391867544,186166672.43988952,705751.5818704567,282300.6327481827,988052.2146186393,18,3528757909.352283,3714924581.7921724,True,2,5.2756997567470165,32
67,GBPUSD,News_Trading,SELL,2025-07-10 12:02:48.995591,2025-07-10 12:07:48.995591,19,New_York,0.6008762663429077,1.2741844680350116,1.2599036483277817,18574622908.96086,148596983.2716869,142.80819707229938,263403378.60175684,1485969.832716869,371492.45817921724,1857462.2908960863,5,3714924581.7921724,3978327960.3939295,True,2,7.090409853614968,32
68,EURUSD,Scalping_1M,BUY,2025-07-10 12:35:48.995700,2025-07-10 12:36:48.995700,19,New_York,0.7067223953613297,1.1168044886995723,1.1215475362417078,7956655920.787859,39783279.603939295,47.43047542135599,37181831.39425636,397832.79603939294,159133.1184157572,556965.9144551501,1,3978327960.3939295,4015509791.788186,True,2,0.9346095084271197,32
69,USDJPY,News_Trading,BUY,2025-07-10 13:19:48.995798,2025-07-10 13:28:48.995798,20,After_Hours,0.8295855663235412,109.8582852875677,106.41780501478156,20077548958.94093,160620391.67152745,34404.80272786132,2007754895.894093,1204652.9375364557,401550.97917881864,1606203.9167152743,9,4015509791.788186,6023264687.68228,True,2,50.0,32
70,USDCHF,Scalping_1M,BUY,2025-07-10 13:58:48.995899,2025-07-10 14:02:48.995899,21,After_Hours,0.8182783012577053,1.01073385362916,0.9957365775175769,12046529375.36456,60232646.8768228,149.97276111582968,179580939.58485457,843257.0562755191,240930.5875072912,1084187.6437828103,4,6023264687.68228,6202845627.267134,True,2,2.9814552223165935,32
71,USDJPY,Scalping_1M,BUY,2025-07-10 14:00:48.996014,2025-07-10 14:04:48.996014,21,After_Hours,0.7042493172968998,107.90706008820794,107.34789876956097,12405691254.534267,62028456.27267134,5591.613186469649,3101422813.633567,744341.475272056,248113.82509068536,992455.3003627413,4,6202845627.267134,9304268440.9007,True,2,50.0,32
72,GBPUSD,Mean_Reversion,BUY,2025-07-10 14:44:48.996118,2025-07-10 21:07:48.996118,21,After_Hours,0.5879894393530021,1.2842847398399848,1.280495325108026,46521342204.503494,232606711.0225175,-37.89414731958744,-180940793.72068995,3721707.37636028,930426.84409007,4652134.22045035,383,9304268440.9007,9123327647.18001,False,2,-1.9447073659793719,33
73,AUDUSD,RSI_Extreme,SELL,2025-07-10 14:42:48.996207,2025-07-10 15:51:48.996207,21,After_Hours,0.7521433286617621,1.0022274654218108,1.0052718195591905,36493310588.72004,182466552.9436002,-30.443541373796972,-115112825.24221137,3284397.952984804,729866.2117744009,4014264.1647592047,69,9123327647.18001,9008214821.937798,False,2,-1.261741654951879,33
74,AUDUSD,Scalping_1M,BUY,2025-07-10 15:18:48.996303,2025-07-10 15:20:48.996303,22,After_Hours,0.897836246882717,1.015087088265927,0.9976353100476428,18016429643.875595,90082148.21937798,174.5177821828428,312436927.16941303,1621478.6679488036,360328.5928775119,1981807.2608263155,2,9008214821.937798,9320651749.10721,True,2,3.4683556436568566,34
75,AUDUSD,Scalping_1M,SELL,2025-07-10 15:52:48.996446,2025-07-10 15:55:48.996446,23,After_Hours,0.9024943202210342,0.9999472302959433,0.9604332872494714,18641303498.21442,93206517.4910721,395.13943046471934,734540861.3556391,1677717.314839298,372826.06996428844,2050543.3848035864,3,9320651749.10721,10055192610.462849,True,2,7.880788609294386,34
76,USDCHF,News_Trading,BUY,2025-07-10 15:56:48.996538,2025-07-10 16:07:48.996538,23,After_Hours,0.7655509123490425,0.9975271585247423,1.000814150092374,50275963052.31424,402207704.41851395,-32.86991567631743,-169781503.28223026,3519317.4136619964,1005519.2610462849,4524836.674708282,11,10055192610.462849,9885411107.180618,False,2,-1.6884957838158714,35
77,USDJPY,Breakout_Momentum,BUY,2025-07-10 17:43:48.996724,2025-07-10 21:24:48.996724,0,Asian,0.807058016069879,112.3548174697442,112.18934514538891,49427055535.90309,296562333.2154185,-1654.723243552917,-494270555.35903096,2965623.332154185,988541.1107180619,3954164.4428722467,221,9885411107.180618,9391140551.821587,False,3,-5.0,35
78,USDJPY,RSI_Extreme,SELL,2025-07-10 17:38:48.996832,2025-07-10 18:04:48.996832,0,Asian,0.7832375196856841,107.89402547067466,107.09621106668995,37564562207.28635,187822811.03643173,7978.144039847168,4695570275.910793,2253873.732437181,751291.244145727,3005164.976582908,26,9391140551.821587,14086710827.73238,True,3,50.0,36
79,USDJPY,Mean_Reversion,SELL,2025-07-10 17:33:48.996933,2025-07-10 22:03:48.996933,0,Asian,0.6392164233149384,108.93869846521964,108.18990676482642,70433554138.6619,352167770.69330955,-7487.917003932338,-704335541.3866191,4226013.248319713,1408671.082773238,5634684.331092952,270,14086710827.73238,13382375286.34576,False,3,-5.000000000000001,37
